Date,ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020/10/16,l853397,149 Kennedy St,Kennedy St,Aurora Village,Aurora,"$2,499,000",3 baths,3+1 beds,https://aurora.listing.ca/149-kennedy-st.N4916343.htm#9h-3x
2020/10/16,l852782,192 Holladay Dr,Holladay Dr,Rural Aurora,Aurora,"$1,588,000",4 baths,4 beds,https://aurora.listing.ca/192-holladay-dr.N4915884.htm#9h-3y
2020/10/16,l852418,30 Carisbrooke Circ,Carisbrooke Circ,Bayview Southeast,Aurora,"$3,150,000",6 baths,4+1 beds,https://aurora.listing.ca/30-carisbrooke-circ.N4915150.htm#9h-3z
2020/10/16,l849985,64 Wells St 208,Wells St,Aurora Village,Aurora,"$689,900",1 baths,2 beds,https://aurora.listing.ca/64-wells-st-208.N4912462.htm#9h-40
2020/10/16,l849245,1 Wallwark St,Wallwark St,Bayview Northeast,Aurora,"$1,148,000",4 baths,4+1 beds,https://aurora.listing.ca/1-wallwark-st.N4911609.htm#9h-41
2020/10/16,l848966,48 St. Andrews Crt,St. Andrews Crt,Hills of St Andrew,Aurora,"$699,900",2 baths,3+1 beds,https://aurora.listing.ca/48-st-andrews-crt.N4910407.htm#9h-42
2020/10/16,l843849,131 Milestone Cres,Milestone Cres,Aurora Village,Aurora,"$525,000",3 baths,3 beds,https://aurora.listing.ca/131-milestone-cres.N4909877.htm#9h-43
2020/10/16,l843252,243 Ridge Rd,Ridge Rd,Aurora Estates,Aurora,"$1,825,000",4 baths,5 beds,https://aurora.listing.ca/243-ridge-rd.N4908235.htm#9h-44
2020/10/16,l842626,7 Cousins Dr,Cousins Dr,Aurora Village,Aurora,"$2,188,000",6 baths,4+2 beds,https://aurora.listing.ca/7-cousins-dr.N4907496.htm#9h-45
2020/10/16,l842433,81 Stonecliffe Cres,Stonecliffe Cres,Aurora Estates,Aurora,"$1,050,000",3 baths,3 beds,https://aurora.listing.ca/81-stonecliffe-cres.N4907619.htm#9h-46
2020/10/16,l841861,1 Child Dr,Child Dr,Aurora Highlands,Aurora,"$819,900",1 baths,3 beds,https://aurora.listing.ca/1-child-dr.N4906190.htm#9h-47
2020/10/16,l841796,1156 Wellington St,Wellington St,Bayview Northeast,Aurora,"$1,125,000",4 baths,3 beds,https://aurora.listing.ca/1156-wellington-st.N4906254.htm#9h-48
2020/10/16,l841689,88 Championship Circle Pl,Championship Circle Pl,Aurora Estates,Aurora,"$1,799,900",4 baths,4 beds,https://aurora.listing.ca/88-championship-circle-pl.N4906166.htm#9h-49
2020/10/16,l841564,15 Awesome Again Lane,Awesome Again Lane,Bayview Southeast,Aurora,"$6,700,000",10 baths,6+1 beds,https://aurora.listing.ca/15-awesome-again-lane.N4906672.htm#9h-4a
2020/10/16,l841526,431 Stone Rd,Stone Rd,Aurora Grove,Aurora,"$949,000",4 baths,3+1 beds,https://aurora.listing.ca/431-stone-rd.N4906843.htm#9h-4b
2020/10/16,l841026,10 Black Crt,Black Crt,Hills of St Andrew,Aurora,"$2,099,000",4 baths,3+2 beds,https://aurora.listing.ca/10-black-crt.N4905635.htm#9h-4c
2020/10/16,l839354,1 Huron Crt,Huron Crt,Aurora Heights,Aurora,"$1,070,000",2 baths,3+2 beds,https://aurora.listing.ca/1-huron-crt.N4903943.htm#9h-4d
2020/10/16,l839344,20 Primeau Dr,Primeau Dr,Aurora Grove,Aurora,"$799,999",3 baths,3 beds,https://aurora.listing.ca/20-primeau-dr.N4903821.htm#9h-4e
2020/10/16,l839328,62 Whispering Pine Tr,Whispering Pine Tr,Aurora Heights,Aurora,"$1,799,900",5 baths,3+2 beds,https://aurora.listing.ca/62-whispering-pine-tr.N4903608.htm#9h-4f
2020/10/16,l837003,111 Civic Square Gate 108,Civic Square Gate,Aurora Village,Aurora,"$568,900",1 baths,1 beds,https://aurora.listing.ca/111-civic-square-gate-108.N4901129.htm#9h-4g
2020/10/16,l836706,99 Pointon St,Pointon St,Bayview Northeast,Aurora,"$1,688,000",4 baths,4 beds,https://aurora.listing.ca/99-pointon-st.N4900719.htm#9h-4h
2020/10/16,l835458,14094 Yonge St,Yonge St,Aurora Estates,Aurora,"$2,688,000",1 baths,2 beds,https://aurora.listing.ca/14094-yonge-st.N4899074.htm#9h-4i
2020/10/16,l834927,26 Hunters Glen Rd,Hunters Glen Rd,Aurora Estates,Aurora,"$2,590,000",4 baths,4+1 beds,https://aurora.listing.ca/26-hunters-glen-rd.N4898555.htm#9h-4j
2020/10/16,l834175,32 Steeplechase Ave,Steeplechase Ave,Aurora Estates,Aurora,"$9,900,000",12 baths,9 beds,https://aurora.listing.ca/32-steeplechase-ave.N4897772.htm#9h-4k
2020/10/16,l834128,105 Tyler St,Tyler St,Aurora Village,Aurora,"$1,695,000",3 baths,5 beds,https://aurora.listing.ca/105-tyler-st.N4897264.htm#9h-4l
2020/10/16,l834118,116 Strawbridge Farm Dr,Strawbridge Farm Dr,Aurora Grove,Aurora,"$1,438,000",4 baths,4+2 beds,https://aurora.listing.ca/116-strawbridge-farm-dr.N4897173.htm#9h-4m
2020/10/16,l833584,65 St Johns Sdrd,St Johns Sdrd,Aurora Village,Aurora,"$2,375,000",0 baths,0 beds,https://aurora.listing.ca/65-st-johns-sdrd.N4896748.htm#9h-4n
2020/10/16,l832720,40 Johnson Rd,Johnson Rd,Aurora Highlands,Aurora,"$869,900",2 baths,2+2 beds,https://aurora.listing.ca/40-johnson-rd.N4895686.htm#9h-4o
2020/10/16,l831274,4 Steeplechase Ave,Steeplechase Ave,Aurora Estates,Aurora,"$2,799,000",5 baths,4+1 beds,https://aurora.listing.ca/4-steeplechase-ave.N4894121.htm#9h-4p
2020/10/16,l831260,46 Constable St,Constable St,Rural Aurora,Aurora,"$1,198,880",3 baths,4 beds,https://aurora.listing.ca/46-constable-st.N4894010.htm#9h-4q
2020/10/16,l831229,90 Halldorson Ave,Halldorson Ave,Bayview Northeast,Aurora,"$1,380,000",4 baths,5 beds,https://aurora.listing.ca/90-halldorson-ave.N4893646.htm#9h-4r
2020/10/16,l831224,12 Mary St,Mary St,Aurora Village,Aurora,"$988,800",2 baths,3+1 beds,https://aurora.listing.ca/12-mary-st.N4893624.htm#9h-4s
2020/10/16,l829833,36 Victoria St,Victoria St,Aurora Village,Aurora,"$788,000",1 baths,3 beds,https://aurora.listing.ca/36-victoria-st.N4866873.htm#9h-4t
2020/10/16,l828927,54 Elderberry Tr,Elderberry Tr,Aurora Estates,Aurora,"$2,290,000",3 baths,3+1 beds,https://aurora.listing.ca/54-elderberry-tr.N4891278.htm#9h-4u
2020/10/16,l827422,88 Kennedy St,Kennedy St,Aurora Village,Aurora,"$2,248,888",4 baths,4 beds,https://aurora.listing.ca/88-kennedy-st.N4889539.htm#9h-4v
2020/10/16,l827372,18 Hodgkinson Cres,Hodgkinson Cres,Hills of St Andrew,Aurora,"$1,899,900",3 baths,4 beds,https://aurora.listing.ca/18-hodgkinson-cres.N4889122.htm#9h-4w
2020/10/16,l827228,200 Alex Gardner Circ 26,Alex Gardner Circ,Aurora Heights,Aurora,"$649,990",3 baths,2 beds,https://aurora.listing.ca/200-alex-gardner-circ-26.N4889635.htm#9h-4x
2020/10/16,l827052,55 Blaydon Lane,Blaydon Lane,Bayview Wellington,Aurora,"$999,000",3 baths,3 beds,https://aurora.listing.ca/55-blaydon-lane.N4889031.htm#9h-4y
2020/10/16,l826870,187 Milestone Cres,Milestone Cres,Aurora Village,Aurora,"$499,000",2 baths,3 beds,https://aurora.listing.ca/187-milestone-cres.N4888981.htm#9h-4z
2020/10/16,l826599,19 Hadley Crt,Hadley Crt,Bayview Wellington,Aurora,"$998,888",3 baths,2+1 beds,https://aurora.listing.ca/19-hadley-crt.N4888518.htm#9h-50
2020/10/16,l825527,167 Botelho Circ,Botelho Circ,Bayview Southeast,Aurora,"$2,349,000",5 baths,5 beds,https://aurora.listing.ca/167-botelho-circ.N4887172.htm#9h-51
2020/10/16,l824439,14924 Yonge St 613,Yonge St,Aurora Highlands,Aurora,"$468,888",1 baths,1 beds,https://aurora.listing.ca/14924-yonge-st-613.N4886256.htm#9h-52
2020/10/16,l823355,1 Woodsend Cres,Woodsend Cres,Aurora Estates,Aurora,"$2,988,000",5 baths,4+1 beds,https://aurora.listing.ca/1-woodsend-cres.N4884572.htm#9h-53
2020/10/16,l823335,51 Lanewood Dr,Lanewood Dr,Hills of St Andrew,Aurora,"$1,095,900",4 baths,4+1 beds,https://aurora.listing.ca/51-lanewood-dr.N4884356.htm#9h-54
2020/10/16,l822591,113 Treegrove Circ,Treegrove Circ,Hills of St Andrew,Aurora,"$2,375,000",5 baths,4+1 beds,https://aurora.listing.ca/113-treegrove-circ.N4883603.htm#9h-55
2020/10/16,l819701,500 Alex Gardner Circ 91,Alex Gardner Circ,Aurora Village,Aurora,"$568,800",3 baths,2 beds,https://aurora.listing.ca/500-alex-gardner-circ-91.N4880709.htm#9h-56
2020/10/16,l819071,121 Hillview Rd,Hillview Rd,Aurora Village,Aurora,"$2,798,888",8 baths,5 beds,https://aurora.listing.ca/121-hillview-rd.N4879615.htm#9h-57
2020/10/16,l813307,75 Kennedy St,Kennedy St,Aurora Village,Aurora,"$3,390,000",5 baths,4+1 beds,https://aurora.listing.ca/75-kennedy-st.N4872290.htm#9h-58
2020/10/16,l809511,14361 Leslie St,Leslie St,Bayview Southeast,Aurora,"$2,288,000",3 baths,4 beds,https://aurora.listing.ca/14361-leslie-st.N4868123.htm#9h-59
2020/10/16,l808780,111 Civic Square Gate Lph516,Civic Square Gate,Bayview Wellington,Aurora,"$749,000",2 baths,2+1 beds,https://aurora.listing.ca/111-civic-square-gate-lph516.N4867520.htm#9h-5a
2020/10/16,l808766,300 Alex Gardner Circ 63,Alex Gardner Circ,Aurora Heights,Aurora,"$893,999",3 baths,3 beds,https://aurora.listing.ca/300-alex-gardner-circ-63.N4867141.htm#9h-5b
2020/10/16,l808458,72 Duggan St,Duggan St,Rural Aurora,Aurora,"$1,159,000",3 baths,4 beds,https://aurora.listing.ca/72-duggan-st.N4866514.htm#9h-5c
2020/10/16,l807486,114 Bonny Meadows Dr,Bonny Meadows Dr,Aurora Highlands,Aurora,"$1,249,000",5 baths,4+2 beds,https://aurora.listing.ca/114-bonny-meadows-dr.N4865325.htm#9h-5d
2020/10/16,l805416,15277 Yonge St 503,Yonge St,Aurora Heights,Aurora,"$599,000",2 baths,2 beds,https://aurora.listing.ca/15277-yonge-st-503.N4863068.htm#9h-5e
2020/10/16,l804931,19 Mcroberts Pl,Mcroberts Pl,Aurora Estates,Aurora,"$3,398,000",5 baths,4+2 beds,https://aurora.listing.ca/19-mcroberts-pl.N4862431.htm#9h-5f
2020/10/16,l803717,57 Elderberry Tr,Elderberry Tr,Aurora Estates,Aurora,"$2,500,000",4 baths,3+1 beds,https://aurora.listing.ca/57-elderberry-tr.N4860713.htm#9h-5g
2020/10/16,l799637,20 Ransom St,Ransom St,Aurora Village,Aurora,"$868,000",2 baths,2 beds,https://aurora.listing.ca/20-ransom-st.N4855812.htm#9h-5h
2020/10/16,l797432,180 John West Way Ph-5,John West Way,Bayview Wellington,Aurora,"$3,150,000",3 baths,2+1 beds,https://aurora.listing.ca/180-john-west-way-ph-5.N4853781.htm#9h-5i
2020/10/16,l794143,103 Wellington St,Wellington St,Aurora Village,Aurora,"$849,000",1 baths,3+1 beds,https://aurora.listing.ca/103-wellington-st.N4849349.htm#9h-5j
2020/10/16,l792404,200 Kennedy St,Kennedy St,Aurora Village,Aurora,"$3,849,900",6 baths,4+1 beds,https://aurora.listing.ca/200-kennedy-st.N4847106.htm#9h-5k
2020/10/16,l791037,80 Old Bloomington Rd,Old Bloomington Rd,Aurora Estates,Aurora,"$1,299,900",4 baths,3 beds,https://aurora.listing.ca/80-old-bloomington-rd.N4845823.htm#9h-5l
2020/10/16,l787353,2 Mcroberts Pl,Mcroberts Pl,Aurora Estates,Aurora,"$3,700,000",6 baths,5 beds,https://aurora.listing.ca/2-mcroberts-pl.N4841467.htm#9h-5m
2020/10/16,l784753,15 Soleil Blvd,Soleil Blvd,Aurora Estates,Aurora,"$3,399,000",6 baths,5+2 beds,https://aurora.listing.ca/15-soleil-blvd.N4838337.htm#9h-5n
2020/10/16,l776389,282 Ridge Rd,Ridge Rd,Aurora Estates,Aurora,"$1,749,700",4 baths,4+2 beds,https://aurora.listing.ca/282-ridge-rd.N4825769.htm#9h-5o
2020/10/16,l775644,18 Reuben St,Reuben St,Aurora Village,Aurora,"$1,499,000",5 baths,5 beds,https://aurora.listing.ca/18-reuben-st.N4824024.htm#9h-5p
2020/10/16,l771383,222 Corner Ridge Rd,Corner Ridge Rd,Aurora Highlands,Aurora,"$1,690,000",6 baths,4+1 beds,https://aurora.listing.ca/222-corner-ridge-rd.N4805628.htm#9h-5q
2020/10/16,l769049,15269 Bathurst St,Bathurst St,Aurora Heights,Aurora,"$5,800,000",2 baths,3 beds,https://aurora.listing.ca/15269-bathurst-st.N4810846.htm#9h-5r
2020/10/16,l768921,107 Hillview Rd,Hillview Rd,Aurora Village,Aurora,"$2,499,000",5 baths,4+1 beds,https://aurora.listing.ca/107-hillview-rd.N4807561.htm#9h-5s
2020/10/16,l763218,15277 Yonge St Ph708,Yonge St,Aurora Village,Aurora,"$734,888",2 baths,2 beds,https://aurora.listing.ca/15277-yonge-st-ph708.N4813104.htm#9h-5t
2020/10/16,l755500,288 Touch Gold Cres,Touch Gold Cres,Bayview Southeast,Aurora,"$1,860,000",10 baths,4 beds,https://aurora.listing.ca/288-touch-gold-cres.N4803037.htm#9h-5u
2020/10/16,l755431,93 Aurora Heights Dr,Aurora Heights Dr,Aurora Heights,Aurora,"$910,000",3 baths,3+2 beds,https://aurora.listing.ca/93-aurora-heights-dr.N4802605.htm#9h-5v
2020/10/16,l735914,27 Lacey Crt,Lacey Crt,Aurora Heights,Aurora,"$889,000",0 baths,0 beds,https://aurora.listing.ca/27-lacey-crt.N4778914.htm#9h-5w
2020/10/16,l735718,25 Lacey Crt,Lacey Crt,Aurora Heights,Aurora,"$889,000",0 baths,0 beds,https://aurora.listing.ca/25-lacey-crt.N4778900.htm#9h-5x
2020/10/16,l735460,5 Awesome Again Lane,Awesome Again Lane,Bayview Southeast,Aurora,"$5,580,000",8 baths,3+2 beds,https://aurora.listing.ca/5-awesome-again-lane.N4778576.htm#9h-5y
2020/10/16,l732622,14 Mary St,Mary St,Aurora Village,Aurora,"$1,199,000",3 baths,3+1 beds,https://aurora.listing.ca/14-mary-st.N4774152.htm#9h-5z
2020/10/16,l732479,15297 Yonge St,Yonge St,Aurora Village,Aurora,"$1,799,900",3 baths,3 beds,https://aurora.listing.ca/15297-yonge-st.N4774204.htm#9h-60
2020/10/16,l726480,2 Botelho Circ,Botelho Circ,Bayview Southeast,Aurora,"$1,899,990",5 baths,4 beds,https://aurora.listing.ca/2-botelho-circ.N4767327.htm#9h-61
2020/10/16,l725440,292 Kennedy St,Kennedy St,Aurora Heights,Aurora,"$2,490,000",5 baths,4+1 beds,https://aurora.listing.ca/292-kennedy-st.N4765956.htm#9h-62
2020/10/16,l723521,85 Wellington St 304,Wellington St,Aurora Village,Aurora,"$689,000",3 baths,2+1 beds,https://aurora.listing.ca/85-wellington-st-304.N4763218.htm#9h-63
2020/10/16,l702284,28 Wellington St,Wellington St,Aurora Village,Aurora,"$849,900",2 baths,3+1 beds,https://aurora.listing.ca/28-wellington-st.N4737888.htm#9h-64
2020/10/16,l672106,18 Urquhart Crt,Urquhart Crt,Bayview Southeast,Aurora,"$2,488,000",0 baths,0 beds,https://aurora.listing.ca/18-urquhart-crt.N4695363.htm#9h-65
2020/10/16,l635048,300 Alex Gardner Circ 54,Alex Gardner Circ,Aurora Heights,Aurora,"$749,000",3 baths,3 beds,https://aurora.listing.ca/300-alex-gardner-circ-54.N4645661.htm#9h-66
2020/10/16,l449390,55 Archerhill Crt,Archerhill Crt,Aurora Grove,Aurora,"$2,195,000",4 baths,4 beds,https://aurora.listing.ca/55-archerhill-crt.N4404489.htm#9h-67
2020-10-17,l887225,295 Thomas Phillips Dr,Thomas Phillips Dr,Rural Aurora,Aurora,$1699900,4 baths,4 beds,https://aurora.listing.ca/295-thomas-phillips-dr.N4957571.htm#9h-1
2020-10-17,l886815,386 William Graham Dr,William Graham Dr,Rural Aurora,Aurora,$948900,3 baths,3 beds,https://aurora.listing.ca/386-william-graham-dr.N4957303.htm#9h-2
2020-10-17,l886798,100 Limeridge St,Limeridge St,Bayview Wellington,Aurora,$849900,3 baths,3+1 beds,https://aurora.listing.ca/100-limeridge-st.N4957109.htm#9h-3
2020-10-17,l886764,111 Major Cres,Major Cres,Rural Aurora,Aurora,$1398000,5 baths,4 beds,https://aurora.listing.ca/111-major-cres.N4956720.htm#9h-4
2020-10-17,l886550,612 Brush Grve 53,Brush Grve,Aurora Estates,Aurora,$2399000,4 baths,2+1 beds,https://aurora.listing.ca/612-brush-grve-53.N4957072.htm#9h-5
2020-10-17,l886173,187 Treegrove Circ,Treegrove Circ,Hills of St Andrew,Aurora,$1879000,6 baths,4 beds,https://aurora.listing.ca/187-treegrove-circ.N4956345.htm#9h-6
2020-10-17,l886156,27 Aspen Leaf Crt,Aspen Leaf Crt,Hills of St Andrew,Aurora,$1799000,5 baths,4 beds,https://aurora.listing.ca/27-aspen-leaf-crt.N4956169.htm#9h-7
2020-10-17,l886137,6 Craiglee Crt,Craiglee Crt,Hills of St Andrew,Aurora,$1888888,4 baths,4 beds,https://aurora.listing.ca/6-craiglee-crt.N4955915.htm#9h-8
2020-10-17,l886129,48 Petch Cres,Petch Cres,Aurora Highlands,Aurora,$1499000,4 baths,4+1 beds,https://aurora.listing.ca/48-petch-cres.N4955875.htm#9h-9
2020-10-19,l888496,107 Hillview Rd,Hillview Rd,Aurora Village,Aurora,$2498000,5 baths,4+1 beds,https://aurora.listing.ca/107-hillview-rd.N4959051.htm#9h-1
2020-10-19,l888480,116 Strawbridge Farm Dr,Strawbridge Farm Dr,Aurora Grove,Aurora,$1488000,4 baths,4+2 beds,https://aurora.listing.ca/116-strawbridge-farm-dr.N4958859.htm#9h-2
2020-10-19,l887852,12 Sunray Pl,Sunray Pl,Aurora Heights,Aurora,$1378800,3 baths,4+1 beds,https://aurora.listing.ca/12-sunray-pl.N4958303.htm#9h-3
2020-10-19,l887668,113 Treegrove Circ,Treegrove Circ,Hills of St Andrew,Aurora,$2299000,5 baths,4+1 beds,https://aurora.listing.ca/113-treegrove-circ.N4957911.htm#9h-4
2020-10-19,l887607,35 Hammond Dr,Hammond Dr,Aurora Heights,Aurora,$1288000,4 baths,4+2 beds,https://aurora.listing.ca/35-hammond-dr.N4931740.htm#9h-5
2020-10-19,l887604,27 Wallwark St,Wallwark St,Bayview Northeast,Aurora,$945000,3 baths,3 beds,https://aurora.listing.ca/27-wallwark-st.N4957956.htm#9h-6
2020-10-19,l887587,59 Royal Rd,Royal Rd,Aurora Village,Aurora,$999000,1 baths,3+1 beds,https://aurora.listing.ca/59-royal-rd.N4957860.htm#9h-7
2020-10-19,l887357,11 Homer Cres,Homer Cres,Rural Aurora,Aurora,$908888,3 baths,3 beds,https://aurora.listing.ca/11-homer-cres.N4957674.htm#9h-8
2020-10-20,l888989,11 Kennedy St,Kennedy St,Aurora Village,Aurora,$1299900,5 baths,4 beds,https://aurora.listing.ca/11-kennedy-st.N4959086.htm#9h-1
2020-10-20,l889840,18 Gower Dr,Gower Dr,Rural Aurora,Aurora,$799900,3 baths,3 beds,https://aurora.listing.ca/18-gower-dr.N4960510.htm#9h-1
2020-10-20,l889645,209 Milestone Cres,Milestone Cres,Aurora Village,Aurora,$529800,2 baths,3 beds,https://aurora.listing.ca/209-milestone-cres.N4960622.htm#9h-2
2020-10-21,l890369,81 Wellington St,Wellington St,Aurora Village,Aurora,$1350000,3 baths,4 beds,https://aurora.listing.ca/81-wellington-st.N4961068.htm#9h-1
2020-10-21,l890356,17 Ken Sinclair Cres,Ken Sinclair Cres,Aurora Estates,Aurora,$1188000,4 baths,4 beds,https://aurora.listing.ca/17-ken-sinclair-cres.N4960918.htm#9h-2
2020-10-22,l892389,420 Old Bloomington Rd,Old Bloomington Rd,Aurora Estates,Aurora,$1590000,2 baths,4 beds,https://aurora.listing.ca/420-old-bloomington-rd.N4963826.htm#9h-1
2020-10-22,l892385,201 Willis Dr,Willis Dr,Aurora Highlands,Aurora,$1699900,6 baths,4+3 beds,https://aurora.listing.ca/201-willis-dr.N4963807.htm#9h-2
2020-10-22,l892367,48 Kennedy St,Kennedy St,Aurora Village,Aurora,$2780000,6 baths,5+1 beds,https://aurora.listing.ca/48-kennedy-st.N4963651.htm#9h-3
2020-10-22,l892364,61 Crane St,Crane St,Rural Aurora,Aurora,$1090000,4 baths,4 beds,https://aurora.listing.ca/61-crane-st.N4963642.htm#9h-4
2020-10-22,l892342,14 Davina Circ,Davina Circ,Aurora Estates,Aurora,$1100000,0 baths,0 beds,https://aurora.listing.ca/14-davina-circ.N4963395.htm#9h-5
2020-10-22,l891645,1 Wallwark St,Wallwark St,Bayview Northeast,Aurora,$1118000,4 baths,4+1 beds,https://aurora.listing.ca/1-wallwark-st.N4963026.htm#9h-6
2020-10-22,l891593,98 Gower Dr,Gower Dr,Rural Aurora,Aurora,$799900,3 baths,3 beds,https://aurora.listing.ca/98-gower-dr.N4962323.htm#9h-7
2020-10-22,l891100,19 Hodgkinson Cres,Hodgkinson Cres,Hills of St Andrew,Aurora,$2749000,4 baths,4 beds,https://aurora.listing.ca/19-hodgkinson-cres.N4961946.htm#9h-8
2020-10-23,l893250,3 Sandusky Cres,Sandusky Cres,Aurora Highlands,Aurora,$699900,3 baths,3 beds,https://aurora.listing.ca/3-sandusky-cres.N4964864.htm#9h-1
2020-10-23,l892870,40 Johnson Rd,Johnson Rd,Aurora Highlands,Aurora,$869900,2 baths,2+2 beds,https://aurora.listing.ca/40-johnson-rd.N4964456.htm#9h-2
2020-10-23,l892863,38 April Gdns,April Gdns,Aurora Heights,Aurora,$999000,4 baths,3+1 beds,https://aurora.listing.ca/38-april-gdns.N4964385.htm#9h-3
2020-10-23,l892838,42 Tyler St,Tyler St,Aurora Village,Aurora,$689000,2 baths,3+1 beds,https://aurora.listing.ca/42-tyler-st.N4964009.htm#9h-4
2020-10-26,l895108,159 River Ridge Blvd,River Ridge Blvd,Bayview Northeast,Aurora,$1288888,4 baths,4+3 beds,https://aurora.listing.ca/159-river-ridge-blvd.N4967038.htm#9h-1
2020-10-26,l894757,52 Edwin Pearson St,Edwin Pearson St,Bayview Northeast,Aurora,$719800,4 baths,3 beds,https://aurora.listing.ca/52-edwin-pearson-st.N4966695.htm#9h-2
2020-10-26,l894036,96 Temperance St,Temperance St,Aurora Village,Aurora,$1149800,4 baths,3 beds,https://aurora.listing.ca/96-temperance-st.N4965872.htm#9h-3
2020-10-26,l893530,5 Lensmith Dr,Lensmith Dr,Aurora Highlands,Aurora,$1725000,5 baths,4+1 beds,https://aurora.listing.ca/5-lensmith-dr.N4965079.htm#9h-4
2020-10-26,l893488,93 Spring Farm Rd,Spring Farm Rd,Bayview Northeast,Aurora,$1179000,3 baths,4 beds,https://aurora.listing.ca/93-spring-farm-rd.N4965014.htm#9h-5
2020-10-27,l896232,58 October Lane,October Lane,Aurora Grove,Aurora,$788000,4 baths,3 beds,https://aurora.listing.ca/58-october-lane.N4968409.htm#9h-1
2020-10-27,l896551,2 Mcroberts Pl,Mcroberts Pl,Aurora Estates,Aurora,$3698000,6 baths,5 beds,https://aurora.listing.ca/2-mcroberts-pl.N4968661.htm#9h-1
2020-10-27,l896549,35 Radial Dr,Radial Dr,Bayview Northeast,Aurora,$798000,3 baths,3 beds,https://aurora.listing.ca/35-radial-dr.N4968642.htm#9h-2
2020-10-29,l898025,2 Botelho Circ,Botelho Circ,Bayview Southeast,Aurora,$1848000,5 baths,4 beds,https://aurora.listing.ca/2-botelho-circ.N4970466.htm#9h-1
2020-10-29,l897572,4 Morning Cres,Morning Cres,Aurora Highlands,Aurora,$1598800,4 baths,3+2 beds,https://aurora.listing.ca/4-morning-cres.N4970105.htm#9h-2
2020-10-29,l897452,180 John West Way 403,John West Way,Bayview Wellington,Aurora,$729000,2 baths,2+1 beds,https://aurora.listing.ca/180-john-west-way-403.N4970121.htm#9h-3
2020-10-29,l897342,555 William Graham Dr Ph436,William Graham Dr,Rural Aurora,Aurora,$538999,2 baths,1+1 beds,https://aurora.listing.ca/555-william-graham-dr-ph436.N4969984.htm#9h-4
2020-10-30,l899454,31 Duggan St,Duggan St,Rural Aurora,Aurora,$999000,3 baths,4 beds,https://aurora.listing.ca/31-duggan-st.N4972346.htm#9h-1
2020-10-30,l899247,28 October Lane,October Lane,Aurora Grove,Aurora,$779000,3 baths,3 beds,https://aurora.listing.ca/28-october-lane.N4971597.htm#9h-2
2020-10-30,l898916,15277 Yonge St 315,Yonge St,Aurora Village,Aurora,$474900,1 baths,1 beds,https://aurora.listing.ca/15277-yonge-st-315.N4971783.htm#9h-3
2020-10-30,l898883,70 Stonecliffe Cres,Stonecliffe Cres,Aurora Estates,Aurora,$1079800,4 baths,3+1 beds,https://aurora.listing.ca/70-stonecliffe-cres.N4971784.htm#9h-4
2020-10-30,l898705,15 Mosley St,Mosley St,Aurora Village,Aurora,$1649000,3 baths,5 beds,https://aurora.listing.ca/15-mosley-st.N4971100.htm#9h-5
2020-11-03,l902431,12 Dawson Cres,Dawson Cres,Hills of St Andrew,Aurora,$1088000,3 baths,4 beds,https://aurora.listing.ca/12-dawson-cres.N4976060.htm#9h-1
2020-11-03,l901851,74 Lensmith Dr,Lensmith Dr,Aurora Highlands,Aurora,$1649000,6 baths,4+1 beds,https://aurora.listing.ca/74-lensmith-dr.N4975231.htm#9h-2
2020-11-03,l901807,1 Illingworth Crt,Illingworth Crt,Aurora Heights,Aurora,$1139000,4 baths,3+1 beds,https://aurora.listing.ca/1-illingworth-crt.N4974825.htm#9h-3
2020-11-03,l901658,14924 Yonge St 521,Yonge St,Aurora Highlands,Aurora,$509900,1 baths,1+1 beds,https://aurora.listing.ca/14924-yonge-st-521.N4975307.htm#9h-4
2020-11-03,l901427,431 Stone Rd,Stone Rd,Aurora Grove,Aurora,$888000,4 baths,3+1 beds,https://aurora.listing.ca/431-stone-rd.N4974758.htm#9h-5
2020-11-03,l901274,292 Kennedy St,Kennedy St,Aurora Highlands,Aurora,$2490000,5 baths,4+1 beds,https://aurora.listing.ca/292-kennedy-st.N4974554.htm#9h-6
2020-11-03,l901014,115 Carisbrooke Circ,Carisbrooke Circ,Bayview Southeast,Aurora,$2690000,4 baths,4+1 beds,https://aurora.listing.ca/115-carisbrooke-circ.N4974250.htm#9h-7
2020-11-03,l900885,8 Lanewood Dr,Lanewood Dr,Hills of St Andrew,Aurora,$1299000,2 baths,3 beds,https://aurora.listing.ca/8-lanewood-dr.N4974171.htm#9h-8
2020-11-03,l900875,121 Hillview Rd,Hillview Rd,Aurora Village,Aurora,$2598888,8 baths,5 beds,https://aurora.listing.ca/121-hillview-rd.N4974009.htm#9h-9
2020-11-03,l900819,81 Mosaics Ave 62,Mosaics Ave,Aurora Highlands,Aurora,$619900,3 baths,3 beds,https://aurora.listing.ca/81-mosaics-ave-62.N4974039.htm#9h-a
2020-11-03,l900814,555 William Graham Dr Ph 444,William Graham Dr,Rural Aurora,Aurora,$478800,1 baths,1 beds,https://aurora.listing.ca/555-william-graham-dr-ph-444.N4973967.htm#9h-b
2020-11-03,l900538,123 Black Walnut Crt,Black Walnut Crt,Aurora Estates,Aurora,$1349990,4 baths,4 beds,https://aurora.listing.ca/123-black-walnut-crt.N4973723.htm#9h-c
