ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020-10-17,l854981,450 Worthington Ave 37,Worthington Ave,Oak Ridges Lake Wilcox,Richmond Hill,$1069000,4 baths,3+1 beds,https://richmond-hill.listing.ca/450-worthington-ave-37.N4918547.htm#1-bw
2020-10-17,l854956,56 Lake Ave,Lake Ave,Oak Ridges Lake Wilcox,Richmond Hill,$4280000,5 baths,4 beds,https://richmond-hill.listing.ca/56-lake-ave.N4918288.htm#1-bx
2020-10-17,l854950,75 Sun Valley Dr,Sun Valley Dr,Rouge Woods,Richmond Hill,$1249000,4 baths,4+1 beds,https://richmond-hill.listing.ca/75-sun-valley-dr.N4918209.htm#1-by
2020-10-17,l854749,7 Bond Cres 322,Bond Cres,Oak Ridges,Richmond Hill,$769000,2 baths,1+1 beds,https://richmond-hill.listing.ca/7-bond-cres-322.N4918587.htm#1-bz
2020-10-17,l854746,75 King William Cres 713,King William Cres,Langstaff,Richmond Hill,$473900,1 baths,1 beds,https://richmond-hill.listing.ca/75-king-william-cres-713.N4918566.htm#1-c0
2020-10-17,l854492,17 Aztec Crt,Aztec Crt,Westbrook,Richmond Hill,$1398800,3 baths,4 beds,https://richmond-hill.listing.ca/17-aztec-crt.N4917954.htm#1-c1
2020-10-17,l854489,61 Lena Dr,Lena Dr,Rouge Woods,Richmond Hill,$1259000,3 baths,3 beds,https://richmond-hill.listing.ca/61-lena-dr.N4917941.htm#1-c2
2020-10-17,l854376,56 Rosegarden Cres,Rosegarden Cres,Oak Ridges,Richmond Hill,$1628000,3 baths,4 beds,https://richmond-hill.listing.ca/56-rosegarden-cres.N4917736.htm#1-c3
2020-10-17,l854012,399 Lynett Cres,Lynett Cres,Crosby,Richmond Hill,$1070000,2 baths,3+1 beds,https://richmond-hill.listing.ca/399-lynett-cres.N4917387.htm#1-c4
2020-10-17,l853980,48 Trench St,Trench St,Mill Pond,Richmond Hill,$1599000,4 baths,4+1 beds,https://richmond-hill.listing.ca/48-trench-st.N4916996.htm#1-c5
2020-10-17,l853953,29 Bayel Cres,Bayel Cres,Devonsleigh,Richmond Hill,$1450000,4 baths,4+1 beds,https://richmond-hill.listing.ca/29-bayel-cres.N4916805.htm#1-c6
2020-10-17,l853382,52 Craigleith Cres,Craigleith Cres,Oak Ridges Lake Wilcox,Richmond Hill,$1499000,4 baths,4+1 beds,https://richmond-hill.listing.ca/52-craigleith-cres.N4916173.htm#1-c7
2020-10-17,l853149,309 Major Mackenzie Dr 519,Major Mackenzie Dr,Harding,Richmond Hill,$670000,2 baths,2+1 beds,https://richmond-hill.listing.ca/309-major-mackenzie-dr-519.N4916966.htm#1-c8
2020-10-17,l853132,11611 Yonge St 719,Yonge St,Jefferson,Richmond Hill,$530000,1 baths,1+1 beds,https://richmond-hill.listing.ca/11611-yonge-st-719.N4916447.htm#1-c9
2020-10-17,l852712,32 Clarissa Dr 518,Clarissa Dr,Harding,Richmond Hill,$629800,2 baths,2 beds,https://richmond-hill.listing.ca/32-clarissa-dr-518.N4915762.htm#1-ca
2020-10-17,l852449,20 Hewison Ave,Hewison Ave,Rural Richmond Hill,Richmond Hill,$1079990,3 baths,3 beds,https://richmond-hill.listing.ca/20-hewison-ave.N4915464.htm#1-cb
2020-10-17,l852448,75 Mccague Ave,Mccague Ave,Rural Richmond Hill,Richmond Hill,$1308990,3 baths,4 beds,https://richmond-hill.listing.ca/75-mccague-ave.N4915454.htm#1-cc
2020-10-17,l852444,17 El Dorado St,El Dorado St,Westbrook,Richmond Hill,$1598000,5 baths,4+1 beds,https://richmond-hill.listing.ca/17-el-dorado-st.N4915407.htm#1-cd
2020-10-17,l852431,62 Maple Grove Ave,Maple Grove Ave,Oak Ridges,Richmond Hill,$1488000,2 baths,3+1 beds,https://richmond-hill.listing.ca/62-maple-grove-ave.N4915317.htm#1-ce
2020-10-17,l852430,2 Newbridge Ave,Newbridge Ave,Oak Ridges,Richmond Hill,$1680000,4 baths,4 beds,https://richmond-hill.listing.ca/2-newbridge-ave.N4915305.htm#1-cf
2020-10-17,l852429,155 Kersey Cres,Kersey Cres,North Richvale,Richmond Hill,$1099000,4 baths,3+2 beds,https://richmond-hill.listing.ca/155-kersey-cres.N4915295.htm#1-cg
2020-10-17,l852415,482 Sunset Beach Rd,Sunset Beach Rd,Oak Ridges Lake Wilcox,Richmond Hill,$6480000,7 baths,5+1 beds,https://richmond-hill.listing.ca/482-sunset-beach-rd.N4915106.htm#1-ch
2020-10-17,l852413,23 Petrolia Crt,Petrolia Crt,South Richvale,Richmond Hill,$3350000,7 baths,5+2 beds,https://richmond-hill.listing.ca/23-petrolia-crt.N4915090.htm#1-ci
2020-10-17,l852406,29 Westwood Lane,Westwood Lane,South Richvale,Richmond Hill,$1850000,2 baths,3 beds,https://richmond-hill.listing.ca/29-westwood-lane.N4915026.htm#1-cj
2020-10-17,l852404,61 Yongehurst Rd,Yongehurst Rd,North Richvale,Richmond Hill,$2150000,4 baths,4 beds,https://richmond-hill.listing.ca/61-yongehurst-rd.N4914989.htm#1-ck
2020-10-17,l852403,5 Colby Lane,Colby Lane,South Richvale,Richmond Hill,$5288000,8 baths,5+4 beds,https://richmond-hill.listing.ca/5-colby-lane.N4914985.htm#1-cl
2020-10-17,l852241,190 Harding Blvd 54,Harding Blvd,North Richvale,Richmond Hill,$795000,4 baths,4 beds,https://richmond-hill.listing.ca/190-harding-blvd-54.N4915734.htm#1-cm
2020-10-17,l852216,9191 Yonge St 607,Yonge St,Langstaff,Richmond Hill,$499000,1 baths,1 beds,https://richmond-hill.listing.ca/9191-yonge-st-607.N4828936.htm#1-cn
2020-10-17,l851934,161 Verdi Rd,Verdi Rd,Oak Ridges,Richmond Hill,$859900,4 baths,3 beds,https://richmond-hill.listing.ca/161-verdi-rd.N4914869.htm#1-co
2020-10-17,l851910,40 Southgate Cres,Southgate Cres,Doncrest,Richmond Hill,$1638000,3 baths,4 beds,https://richmond-hill.listing.ca/40-southgate-cres.N4914661.htm#1-cp
2020-10-17,l851633,330 Red Maple Rd 106,Red Maple Rd,Langstaff,Richmond Hill,$479000,1 baths,1+1 beds,https://richmond-hill.listing.ca/330-red-maple-rd-106.N4915011.htm#1-cq
2020-10-17,l851332,176 Old Surrey Lane,Old Surrey Lane,South Richvale,Richmond Hill,$3250000,7 baths,4+2 beds,https://richmond-hill.listing.ca/176-old-surrey-lane.N4914140.htm#1-cr
2020-10-17,l851328,82 Edgar Ave,Edgar Ave,South Richvale,Richmond Hill,$2988000,6 baths,4+1 beds,https://richmond-hill.listing.ca/82-edgar-ave.N4914129.htm#1-cs
2020-10-17,l851327,27 Cygnus Dr,Cygnus Dr,Observatory,Richmond Hill,$1880000,5 baths,4+2 beds,https://richmond-hill.listing.ca/27-cygnus-dr.N4914116.htm#1-ct
2020-10-17,l851215,69 Bond Cres,Bond Cres,Oak Ridges,Richmond Hill,$2388000,5 baths,4+1 beds,https://richmond-hill.listing.ca/69-bond-cres.N4913810.htm#1-cu
2020-10-17,l851213,145 Elgin Mills Rd,Elgin Mills Rd,Mill Pond,Richmond Hill,$1799999,5 baths,4+2 beds,https://richmond-hill.listing.ca/145-elgin-mills-rd.N4913802.htm#1-cv
2020-10-17,l850998,227 Tower Hill Rd,Tower Hill Rd,Jefferson,Richmond Hill,$1298000,3 baths,4 beds,https://richmond-hill.listing.ca/227-tower-hill-rd.N4913060.htm#1-cw
2020-10-17,l850761,329 Carrville Rd Lot13,Carrville Rd,South Richvale,Richmond Hill,$1174000,4 baths,3 beds,https://richmond-hill.listing.ca/329-carrville-rd-lot13.N4913159.htm#1-cx
2020-10-17,l850731,40 Bush Ridges Ave,Bush Ridges Ave,Jefferson,Richmond Hill,$1649000,5 baths,5 beds,https://richmond-hill.listing.ca/40-bush-ridges-ave.N4910224.htm#1-cy
2020-10-17,l850730,36 Kew Gdns,Kew Gdns,Doncrest,Richmond Hill,$1628800,4 baths,4+2 beds,https://richmond-hill.listing.ca/36-kew-gdns.N4913584.htm#1-cz
2020-10-17,l850544,309 Major Mackenzie Dr 307,Major Mackenzie Dr,Harding,Richmond Hill,$444900,2 baths,1+1 beds,https://richmond-hill.listing.ca/309-major-mackenzie-dr-307.N4913619.htm#1-d0
2020-10-17,l850241,69 Routledge Dr,Routledge Dr,Oak Ridges,Richmond Hill,$2299000,5 baths,4 beds,https://richmond-hill.listing.ca/69-routledge-dr.N4912789.htm#1-d1
2020-10-17,l849998,23 Oneida Cres 1003,Oneida Cres,Langstaff,Richmond Hill,$619900,2 baths,2 beds,https://richmond-hill.listing.ca/23-oneida-cres-1003.N4912987.htm#1-d2
2020-10-17,l849987,326 Major Mackenzie Dr 708,Major Mackenzie Dr,Crosby,Richmond Hill,$545000,2 baths,2+1 beds,https://richmond-hill.listing.ca/326-major-mackenzie-dr-708.N4912511.htm#1-d3
2020-10-17,l849981,5 Weldrick Rd 804,Weldrick Rd,North Richvale,Richmond Hill,$749900,2 baths,3 beds,https://richmond-hill.listing.ca/5-weldrick-rd-804.N4912365.htm#1-d4
2020-10-17,l849721,4 Aubrietia Crt,Aubrietia Crt,Oak Ridges,Richmond Hill,$2198000,5 baths,4+1 beds,https://richmond-hill.listing.ca/4-aubrietia-crt.N4912187.htm#1-d5
2020-10-17,l849244,40 Township Ave,Township Ave,Jefferson,Richmond Hill,$1299000,4 baths,3+1 beds,https://richmond-hill.listing.ca/40-township-ave.N4911607.htm#1-d6
2020-10-17,l849003,49 Sunset Beach Rd,Sunset Beach Rd,Oak Ridges,Richmond Hill,$1599000,3 baths,3+2 beds,https://richmond-hill.listing.ca/49-sunset-beach-rd.N4910737.htm#1-d7
2020-10-17,l848819,370 Red Maple Rd 20,Red Maple Rd,Langstaff,Richmond Hill,$759900,2 baths,3 beds,https://richmond-hill.listing.ca/370-red-maple-rd-20.N4911674.htm#1-d8
2020-10-17,l848811,9088 Yonge St Lph5A,Yonge St,South Richvale,Richmond Hill,$1168000,3 baths,2+1 beds,https://richmond-hill.listing.ca/9088-yonge-st-lph5a.N4911504.htm#1-d9
2020-10-17,l848522,9201 Yonge St Nw403,Yonge St,Langstaff,Richmond Hill,$520000,1 baths,1+1 beds,https://richmond-hill.listing.ca/9201-yonge-st-nw403.N4910990.htm#1-da
2020-10-17,l848512,8501 Bayview Ave 1012,Bayview Ave,Doncrest,Richmond Hill,$569000,2 baths,2+1 beds,https://richmond-hill.listing.ca/8501-bayview-ave-1012.N4910679.htm#1-db
2020-10-17,l848239,51 Brookshill Cres,Brookshill Cres,Bayview Hill,Richmond Hill,$2980000,5 baths,5+2 beds,https://richmond-hill.listing.ca/51-brookshill-cres.N4854519.htm#1-dc
2020-10-17,l848190,28 Kingsville Lane,Kingsville Lane,Mill Pond,Richmond Hill,$1200000,3 baths,3 beds,https://richmond-hill.listing.ca/28-kingsville-lane.N4910238.htm#1-dd
2020-10-17,l848107,8 Montclair Rd,Montclair Rd,Bayview Hill,Richmond Hill,$1990000,5 baths,5+2 beds,https://richmond-hill.listing.ca/8-montclair-rd.N4909949.htm#1-de
2020-10-17,l847668,370 Red Maple Rd 100,Red Maple Rd,Langstaff,Richmond Hill,$888000,2 baths,3 beds,https://richmond-hill.listing.ca/370-red-maple-rd-100.N4910171.htm#1-df
2020-10-17,l843991,280 Stouffville Rd,Stouffville Rd,Rural Richmond Hill,Richmond Hill,$2200000,3 baths,4 beds,https://richmond-hill.listing.ca/280-stouffville-rd.N4909204.htm#1-dg
2020-10-17,l843951,44 Gracedale Dr,Gracedale Dr,Westbrook,Richmond Hill,$2198000,6 baths,5+2 beds,https://richmond-hill.listing.ca/44-gracedale-dr.N4909192.htm#1-dh
2020-10-17,l843914,174 May Ave,May Ave,North Richvale,Richmond Hill,$3099000,6 baths,5+2 beds,https://richmond-hill.listing.ca/174-may-ave.N4909059.htm#1-di
2020-10-17,l843907,121 Nahanni Dr,Nahanni Dr,Langstaff,Richmond Hill,$958000,4 baths,3+1 beds,https://richmond-hill.listing.ca/121-nahanni-dr.N4909107.htm#1-dj
2020-10-17,l843554,255 Shaftsbury Ave 63,Shaftsbury Ave,Westbrook,Richmond Hill,$829000,4 baths,3+1 beds,https://richmond-hill.listing.ca/255-shaftsbury-ave-63.N4909110.htm#1-dk
2020-10-17,l843270,33 Westwood Lane,Westwood Lane,South Richvale,Richmond Hill,$1799000,4 baths,4 beds,https://richmond-hill.listing.ca/33-westwood-lane.N4908418.htm#1-dl
2020-10-17,l843269,17 Springer Dr,Springer Dr,Westbrook,Richmond Hill,$1449000,4 baths,4+2 beds,https://richmond-hill.listing.ca/17-springer-dr.N4908402.htm#1-dm
2020-10-17,l843262,98 Marbrook St Lot 11,Marbrook St,Mill Pond,Richmond Hill,$1858800,5 baths,4 beds,https://richmond-hill.listing.ca/98-marbrook-st-lot-11.N4908329.htm#1-dn
2020-10-17,l843236,35 Ashfield Dr,Ashfield Dr,Oak Ridges Lake Wilcox,Richmond Hill,$1299000,3 baths,4 beds,https://richmond-hill.listing.ca/35-ashfield-dr.N4908106.htm#1-do
2020-10-17,l843024,9 Northern Heights Dr 614,Northern Heights Dr,Langstaff,Richmond Hill,$549000,1 baths,2 beds,https://richmond-hill.listing.ca/9-northern-heights-dr-614.N4908464.htm#1-dp
2020-10-17,l842678,108 Dexter Rd,Dexter Rd,North Richvale,Richmond Hill,$3489000,7 baths,4+1 beds,https://richmond-hill.listing.ca/108-dexter-rd.N4908034.htm#1-dq
2020-10-17,l842640,253 Church St,Church St,Harding,Richmond Hill,$1999999,6 baths,4+1 beds,https://richmond-hill.listing.ca/253-church-st.N4907608.htm#1-dr
2020-10-17,l842624,83 Frank Endean Rd,Frank Endean Rd,Rouge Woods,Richmond Hill,$1799000,5 baths,5+1 beds,https://richmond-hill.listing.ca/83-frank-endean-rd.N4907482.htm#1-ds
2020-10-17,l842210,50 Lytton Blvd,Lytton Blvd,Bayview Hill,Richmond Hill,$2888000,4 baths,4 beds,https://richmond-hill.listing.ca/50-lytton-blvd.N4907377.htm#1-dt
2020-10-17,l842209,166 Stephenson Cres,Stephenson Cres,Crosby,Richmond Hill,$988000,3 baths,3+1 beds,https://richmond-hill.listing.ca/166-stephenson-cres.N4907374.htm#1-du
2020-10-17,l842066,36 White Pine Tr,White Pine Tr,Rural Richmond Hill,Richmond Hill,$4180000,7 baths,6 beds,https://richmond-hill.listing.ca/36-white-pine-tr.N4907227.htm#1-dv
2020-10-17,l841753,12 Sussex Ave,Sussex Ave,Crosby,Richmond Hill,$1050000,2 baths,3+1 beds,https://richmond-hill.listing.ca/12-sussex-ave.N4906111.htm#1-dw
2020-10-17,l841221,635 Elgin Mills Rd,Elgin Mills Rd,Mill Pond,Richmond Hill,$2398000,6 baths,4+2 beds,https://richmond-hill.listing.ca/635-elgin-mills-rd.N4905400.htm#1-dx
2020-10-17,l841218,54 Waterton Cres,Waterton Cres,Langstaff,Richmond Hill,$1099000,3 baths,3 beds,https://richmond-hill.listing.ca/54-waterton-cres.N4905634.htm#1-dy
2020-10-17,l841186,401 Osiris Dr,Osiris Dr,Crosby,Richmond Hill,$1199800,2 baths,3+2 beds,https://richmond-hill.listing.ca/401-osiris-dr.N4905661.htm#1-dz
2020-10-17,l841093,114 Dexter Rd,Dexter Rd,North Richvale,Richmond Hill,$3588000,8 baths,5+2 beds,https://richmond-hill.listing.ca/114-dexter-rd.N4905718.htm#1-e0
2020-10-17,l841092,114 Dexter Rd,Dexter Rd,North Richvale,Richmond Hill,$1718000,0 baths,0 beds,https://richmond-hill.listing.ca/114-dexter-rd.N4905655.htm#1-e1
2020-10-17,l840874,220 Olde Bayview Ave,Olde Bayview Ave,Oak Ridges Lake Wilcox,Richmond Hill,$1298000,4 baths,4+1 beds,https://richmond-hill.listing.ca/220-olde-bayview-ave.N4905477.htm#1-e2
2020-10-17,l840721,75 Weldrick Rd 1036,Weldrick Rd,Observatory,Richmond Hill,$650788,3 baths,3 beds,https://richmond-hill.listing.ca/75-weldrick-rd-1036.N4905585.htm#1-e3
2020-10-17,l840470,77 Douglas Rd,Douglas Rd,Oak Ridges Lake Wilcox,Richmond Hill,$2438000,6 baths,4+1 beds,https://richmond-hill.listing.ca/77-douglas-rd.N4905273.htm#1-e4
2020-10-17,l840468,11 Farmhouse Cres,Farmhouse Cres,Jefferson,Richmond Hill,$1338000,4 baths,4 beds,https://richmond-hill.listing.ca/11-farmhouse-cres.N4905258.htm#1-e5
2020-10-17,l839949,54 Ulson Dr,Ulson Dr,Oak Ridges,Richmond Hill,$879888,3 baths,3 beds,https://richmond-hill.listing.ca/54-ulson-dr.N4904325.htm#1-e6
2020-10-17,l839931,59 Walmer Rd,Walmer Rd,North Richvale,Richmond Hill,$1749000,3 baths,3+2 beds,https://richmond-hill.listing.ca/59-walmer-rd.N4904210.htm#1-e7
2020-10-17,l839926,23 Kingsville Lane,Kingsville Lane,Mill Pond,Richmond Hill,$1099000,4 baths,3 beds,https://richmond-hill.listing.ca/23-kingsville-lane.N4904140.htm#1-e8
2020-10-17,l839353,249 Weldrick Rd,Weldrick Rd,North Richvale,Richmond Hill,$839000,3 baths,3+1 beds,https://richmond-hill.listing.ca/249-weldrick-rd.N4903934.htm#1-e9
2020-10-17,l839108,370 Highway 7 Ave 316,Highway 7 Ave,Doncrest,Richmond Hill,$519000,1 baths,1+1 beds,https://richmond-hill.listing.ca/370-highway-7-ave-316.N4904006.htm#1-ea
2020-10-17,l838826,112 Formosa Dr,Formosa Dr,Rouge Woods,Richmond Hill,$1228000,4 baths,3 beds,https://richmond-hill.listing.ca/112-formosa-dr.N4903223.htm#1-eb
2020-10-17,l838644,40 Harding Blvd 1103,Harding Blvd,North Richvale,Richmond Hill,$538000,2 baths,1+1 beds,https://richmond-hill.listing.ca/40-harding-blvd-1103.N4903150.htm#1-ec
2020-10-17,l838301,45 Kensington Dr,Kensington Dr,Rural Richmond Hill,Richmond Hill,$10888000,11 baths,5+2 beds,https://richmond-hill.listing.ca/45-kensington-dr.N4902267.htm#1-ed
2020-10-17,l838284,54 Casely Ave,Casely Ave,Rural Richmond Hill,Richmond Hill,$988800,3 baths,3 beds,https://richmond-hill.listing.ca/54-casely-ave.N4902065.htm#1-ee
2020-10-17,l838021,11121 Yonge St 619,Yonge St,Devonsleigh,Richmond Hill,$499000,2 baths,2 beds,https://richmond-hill.listing.ca/11121-yonge-st-619.N4902770.htm#1-ef
2020-10-17,l837590,9 Beth Ave,Beth Ave,Jefferson,Richmond Hill,$1298800,4 baths,4+1 beds,https://richmond-hill.listing.ca/9-beth-ave.N4901409.htm#1-eg
2020-10-17,l837584,59 Bond Cres,Bond Cres,Oak Ridges,Richmond Hill,$2549000,5 baths,4 beds,https://richmond-hill.listing.ca/59-bond-cres.N4901312.htm#1-eh
2020-10-17,l837563,9 Parker Ave,Parker Ave,Oak Ridges,Richmond Hill,$1079000,1 baths,3 beds,https://richmond-hill.listing.ca/9-parker-ave.N4901194.htm#1-ei
2020-10-17,l837029,7 Wiley Ave,Wiley Ave,Westbrook,Richmond Hill,$1499000,4 baths,5 beds,https://richmond-hill.listing.ca/7-wiley-ave.N4901092.htm#1-ej
2020-10-17,l837021,54 Maryvale Cres,Maryvale Cres,South Richvale,Richmond Hill,$4388880,7 baths,4+1 beds,https://richmond-hill.listing.ca/54-maryvale-cres.N4901062.htm#1-ek
2020-10-17,l836702,12 Tollbar Crt,Tollbar Crt,Westbrook,Richmond Hill,$1299000,4 baths,4+1 beds,https://richmond-hill.listing.ca/12-tollbar-crt.N4900702.htm#1-el
2020-10-17,l836679,3 Bridgewater Dr,Bridgewater Dr,Rural Richmond Hill,Richmond Hill,$3888000,6 baths,5+1 beds,https://richmond-hill.listing.ca/3-bridgewater-dr.N4900699.htm#1-em
2020-10-17,l836407,9090 Yonge St 309,Yonge St,South Richvale,Richmond Hill,$499000,1 baths,1 beds,https://richmond-hill.listing.ca/9090-yonge-st-309.N4900367.htm#1-en
2020-10-17,l836222,23 Aubrey Ave,Aubrey Ave,Oak Ridges,Richmond Hill,$1430000,3 baths,3 beds,https://richmond-hill.listing.ca/23-aubrey-ave.N4900181.htm#1-eo
2020-10-17,l836214,36 Latchford Lane,Latchford Lane,Mill Pond,Richmond Hill,$1049000,5 baths,4 beds,https://richmond-hill.listing.ca/36-latchford-lane.N4900092.htm#1-ep
2020-10-17,l836209,214 Stephen St,Stephen St,North Richvale,Richmond Hill,$1235000,3 baths,4 beds,https://richmond-hill.listing.ca/214-stephen-st.N4900040.htm#1-eq
2020-10-17,l836200,77 Trayborn Dr,Trayborn Dr,Mill Pond,Richmond Hill,$1265000,3 baths,3+2 beds,https://richmond-hill.listing.ca/77-trayborn-dr.N4899943.htm#1-er
2020-10-17,l835685,65 Oneida Cres 1108,Oneida Cres,Langstaff,Richmond Hill,$599999,2 baths,2+1 beds,https://richmond-hill.listing.ca/65-oneida-cres-1108.N4899581.htm#1-es
2020-10-17,l835469,599 Sunset Beach Rd,Sunset Beach Rd,Oak Ridges Lake Wilcox,Richmond Hill,$1788800,0 baths,0 beds,https://richmond-hill.listing.ca/599-sunset-beach-rd.N4899164.htm#1-et
2020-10-17,l835448,51 Palmer Ave,Palmer Ave,Harding,Richmond Hill,$1699999,3 baths,3 beds,https://richmond-hill.listing.ca/51-palmer-ave.N4899003.htm#1-eu
2020-10-17,l835415,16 Centre St,Centre St,Mill Pond,Richmond Hill,$1500000,1 baths,3 beds,https://richmond-hill.listing.ca/16-centre-st.N4682810.htm#1-ev
2020-10-17,l834758,286 Church St,Church St,Harding,Richmond Hill,$808000,4 baths,3 beds,https://richmond-hill.listing.ca/286-church-st.N4898465.htm#1-ew
2020-10-17,l834757,9205 Yonge St 1109Ne,Yonge St,Langstaff,Richmond Hill,$519000,1 baths,1+1 beds,https://richmond-hill.listing.ca/9205-yonge-st-1109ne.N4898458.htm#1-ex
2020-10-17,l834581,106 Weldrick Rd,Weldrick Rd,North Richvale,Richmond Hill,$1190000,3 baths,3+1 beds,https://richmond-hill.listing.ca/106-weldrick-rd.N4898172.htm#1-ey
2020-10-17,l834188,10565 Bayview Ave,Bayview Ave,Rouge Woods,Richmond Hill,$936000,3 baths,3 beds,https://richmond-hill.listing.ca/10565-bayview-ave.N4897926.htm#1-ez
2020-10-17,l834147,66 Lytton Blvd,Lytton Blvd,Bayview Hill,Richmond Hill,$2800000,5 baths,4+1 beds,https://richmond-hill.listing.ca/66-lytton-blvd.N4897487.htm#1-f0
2020-10-17,l833615,22 Paper Mills Cres,Paper Mills Cres,Jefferson,Richmond Hill,$1299990,3 baths,4 beds,https://richmond-hill.listing.ca/22-paper-mills-cres.N4897028.htm#1-f1
2020-10-17,l833572,451 Elgin Mills Rd,Elgin Mills Rd,Mill Pond,Richmond Hill,$1888000,4 baths,4 beds,https://richmond-hill.listing.ca/451-elgin-mills-rd.N4896569.htm#1-f2
2020-10-17,l833175,42 Fergus Ave,Fergus Ave,Oak Ridges Lake Wilcox,Richmond Hill,$770000,1 baths,2 beds,https://richmond-hill.listing.ca/42-fergus-ave.N4896478.htm#1-f3
2020-10-17,l833134,370 Red Maple Rd 98,Red Maple Rd,Langstaff,Richmond Hill,$938000,3 baths,3 beds,https://richmond-hill.listing.ca/370-red-maple-rd-98.N4896422.htm#1-f4
2020-10-17,l832709,102 Boake Tr,Boake Tr,Bayview Hill,Richmond Hill,$3680000,7 baths,5+1 beds,https://richmond-hill.listing.ca/102-boake-tr.N4895490.htm#1-f5
2020-10-17,l832521,9600 Yonge St 510B,Yonge St,North Richvale,Richmond Hill,$539999,2 baths,1+1 beds,https://richmond-hill.listing.ca/9600-yonge-st-510b.N4895583.htm#1-f6
2020-10-17,l832173,68 Birch Ave,Birch Ave,South Richvale,Richmond Hill,$3298000,2 baths,3 beds,https://richmond-hill.listing.ca/68-birch-ave.N4895356.htm#1-f7
2020-10-17,l832156,32 Maryvale Cres,Maryvale Cres,South Richvale,Richmond Hill,$4511000,6 baths,4+1 beds,https://richmond-hill.listing.ca/32-maryvale-cres.N4895181.htm#1-f8
2020-10-17,l832144,3 Rosegarden Cres,Rosegarden Cres,Oak Ridges,Richmond Hill,$1599000,2 baths,4 beds,https://richmond-hill.listing.ca/3-rosegarden-cres.N4895036.htm#1-f9
2020-10-17,l831950,9471 Yonge St 544,Yonge St,North Richvale,Richmond Hill,$569800,2 baths,1+1 beds,https://richmond-hill.listing.ca/9471-yonge-st-544.N4884219.htm#1-fa
2020-10-17,l831540,11611 Yonge St 510,Yonge St,Jefferson,Richmond Hill,$549900,2 baths,2 beds,https://richmond-hill.listing.ca/11611-yonge-st-510.N4894473.htm#1-fb
2020-10-17,l831217,54 Cartier Cres,Cartier Cres,Crosby,Richmond Hill,$1220000,3 baths,3 beds,https://richmond-hill.listing.ca/54-cartier-cres.N4893590.htm#1-fc
2020-10-17,l831014,370 Red Maple Rd 18,Red Maple Rd,Langstaff,Richmond Hill,$819000,2 baths,3 beds,https://richmond-hill.listing.ca/370-red-maple-rd-18.N4893777.htm#1-fd
2020-10-17,l830684,3 Pheasant Dr,Pheasant Dr,Oak Ridges,Richmond Hill,$1988800,4 baths,4 beds,https://richmond-hill.listing.ca/3-pheasant-dr.N4893351.htm#1-fe
2020-10-17,l830665,7 Greenbelt Cres,Greenbelt Cres,North Richvale,Richmond Hill,$979000,3 baths,3+1 beds,https://richmond-hill.listing.ca/7-greenbelt-cres.N4893147.htm#1-ff
2020-10-17,l830641,46 Coburg Cres,Coburg Cres,Langstaff,Richmond Hill,$879999,3 baths,3 beds,https://richmond-hill.listing.ca/46-coburg-cres.N4892924.htm#1-fg
2020-10-17,l830460,9471 Yonge St 323,Yonge St,Observatory,Richmond Hill,$485000,1 baths,1 beds,https://richmond-hill.listing.ca/9471-yonge-st-323.N4893522.htm#1-fh
2020-10-17,l830157,62 Betony Dr,Betony Dr,Oak Ridges,Richmond Hill,$799900,4 baths,3 beds,https://richmond-hill.listing.ca/62-betony-dr.N4892623.htm#1-fi
2020-10-17,l830140,24 Paper Mills Cres,Paper Mills Cres,Jefferson,Richmond Hill,$1179990,4 baths,4 beds,https://richmond-hill.listing.ca/24-paper-mills-cres.N4892728.htm#1-fj
2020-10-17,l829867,32 Claridge Dr,Claridge Dr,South Richvale,Richmond Hill,$2600000,5 baths,4+1 beds,https://richmond-hill.listing.ca/32-claridge-dr.N4892358.htm#1-fk
2020-10-17,l829388,30 Pagean Dr,Pagean Dr,Oak Ridges Lake Wilcox,Richmond Hill,$1689000,4 baths,4 beds,https://richmond-hill.listing.ca/30-pagean-dr.N4891779.htm#1-fl
2020-10-17,l829369,9 Beaverton Rd,Beaverton Rd,Crosby,Richmond Hill,$2388000,5 baths,4+1 beds,https://richmond-hill.listing.ca/9-beaverton-rd.N4891632.htm#1-fm
2020-10-17,l829250,20 Baif Blvd 1610,Baif Blvd,North Richvale,Richmond Hill,$667000,2 baths,2+1 beds,https://richmond-hill.listing.ca/20-baif-blvd-1610.N4891799.htm#1-fn
2020-10-17,l829247,9088 Yonge St 710A,Yonge St,South Richvale,Richmond Hill,$1495000,3 baths,3 beds,https://richmond-hill.listing.ca/9088-yonge-st-710a.N4891753.htm#1-fo
2020-10-17,l828171,9199 Yonge St 317,Yonge St,Langstaff,Richmond Hill,$589900,1 baths,1+1 beds,https://richmond-hill.listing.ca/9199-yonge-st-317.N4890455.htm#1-fp
2020-10-17,l827929,179 Duncan Rd,Duncan Rd,Langstaff,Richmond Hill,$3380000,6 baths,5+1 beds,https://richmond-hill.listing.ca/179-duncan-rd.N4890203.htm#1-fq
2020-10-17,l827912,55 Shining Willow Crt,Shining Willow Crt,South Richvale,Richmond Hill,$2450000,5 baths,4 beds,https://richmond-hill.listing.ca/55-shining-willow-crt.N4890072.htm#1-fr
